"","id","coral","algae","turf","soft","cca","simpD","shanH","acro","comp1","comp2","f.biomass","f.biomassT","f.N","f.richness","N.herb","N.carn","FshanH","FsimpD","FsimpD2","fcomp1","fcomp2","Complexity","lat","long","Data","Marine.Park","SectorRegion","Reef","Site","Transect","Zone","Year"
"1293097","Site198 Slope 4 2022",14.4278606965174,0,66.6666666666667,0.497512437810945,0.995024875621891,0.561236623067776,1.10695661689202,0.0689655172413793,-2.4014613772129,1.43865844516596,8962.91360611902,15541.4836508374,84,26,11,30,1.92668482219256,0.840702947845805,0.707199546485261,-0.538528203753141,0.810551197239334,2,"","","LTMP","GBR","Sector7","Reef66","Site198","4","Slope",2022
"1293226","Site198 Slope 5 2022",9.5,1,73,1.5,0.5,0.653739612188366,1.19190388792254,0,-3.3745306099977,1.36999911597048,4158.85643480848,5713.16776449459,70,21,3,31,1.42338927441091,0.703061224489796,0.637755102040816,-1.45929604489588,0.350721325759922,2.5,"","","LTMP","GBR","Sector7","Reef66","Site198","5","Slope",2022
"1293355","Site196 Slope 1 2023",22,0.5,35,0,0,0.580578512396694,1.07143020861861,0.113636363636364,-1.43188492247498,2.20841102157888,6573.28380035127,10123.6710027741,179,32,10,36,1.38645180072253,0.645766361848881,0.613495209263132,-0.333657521200053,1.52297640107209,2,"","","LTMP","GBR","Sector7","Reef66","Site196","1","Slope",2023
"1293484","Site196 Slope 2 2023",17.5,0,49,3.5,1,0.569795918367347,1.05026840911851,0.0285714285714286,-2.6552434124344,2.31065806026731,12266.2704250201,20389.6366749028,163,36,36,29,1.70707187358279,0.887989762505175,0.79698144454063,-0.240342318145873,0.273948073851612,2.5,"","","LTMP","GBR","Sector7","Reef66","Site196","2","Slope",2023
"1293613","Site196 Slope 3 2023",18.5,0.5,55.5,2,3,0.433893352812272,0.826215505522886,0,-2.84032714776002,2.95584709152239,9709.06599371061,21145.9843668274,197,32,34,29,1.54247421446855,0.837511917338762,0.785565203947538,0.107215391409085,0.611532184133583,3,"","","LTMP","GBR","Sector7","Reef66","Site196","3","Slope",2023
"1293742","Site196 Slope 4 2023",19.5,1,45.5,0.5,0.5,0.479947403024326,0.899834934343603,0.0256410256410256,-2.15722177389397,0.64778821621367,6363.9675654972,11820.4061317015,106,34,21,21,1.764400457675,0.869081523673905,0.739498042007832,-1.0623966809889,0.201966166136195,2,"","","LTMP","GBR","Sector7","Reef66","Site196","4","Slope",2023
"1293871","Site196 Slope 5 2023",11,0,55,7,0.5,0.495867768595041,0.689009238476659,0,-2.08604857410499,-0.884390566952469,3664.96629197577,7709.73930956994,131,25,18,18,1.6342920789148,0.740865916904609,0.676883631490006,-0.740880818305122,0.500762155153468,2,"","","LTMP","GBR","Sector7","Reef66","Site196","5","Slope",2023
"1294000","Site197 Slope 1 2023",8,0.5,59.5,2.5,0,0.4609375,0.777462131910929,0.0625,-1.43726266970949,-0.197867327616952,10212.5849974562,24969.4410075442,144,37,34,38,1.85735969260828,0.83936149691358,0.727671682098765,0.290686956799566,0.765517174243322,2.5,"","","LTMP","GBR","Sector7","Reef66","Site197","1","Slope",2023
"1294129","Site197 Slope 2 2023",13,0,61,2.5,1,0.630177514792899,1.17228788077085,0.115384615384615,-1.32627559594934,0.439272015543416,5990.72635363911,20709.2540966332,129,31,40,37,1.73634913245451,0.802535905294153,0.642449372032931,-0.176254778005101,0.566543003157184,2,"","","LTMP","GBR","Sector7","Reef66","Site197","2","Slope",2023
"1294258","Site197 Slope 3 2023",14,0,58,1,2,0.686224489795918,1.41854969060191,0.178571428571429,-1.75667878594548,2.34987465186874,11483.1619672765,16677.856708306,130,26,10,42,1.63455872459078,0.760828402366864,0.686153846153846,-0.424133554532713,0.735559091880659,2,"","","LTMP","GBR","Sector7","Reef66","Site197","3","Slope",2023
"1294387","Site197 Slope 4 2023",20.5,0,38.5,1.5,0,0.738845925044616,1.44205066816518,0.0731707317073171,-1.59403504129266,0.619956879970942,10325.0822735491,14785.3090682549,116,29,17,37,1.8333510920032,0.814729488703924,0.726590368608799,-0.222194662886268,0.591699441947278,2.5,"","","LTMP","GBR","Sector7","Reef66","Site197","4","Slope",2023
"1294516","Site197 Slope 5 2023",15.5778894472362,0.50251256281407,55.7788944723618,1.00502512562814,1.00502512562814,0.526534859521332,1.01713846656299,0.032258064516129,-1.50853646977152,-0.373238336822773,9310.68028897344,29581.2480036936,125,33,25,61,1.92427747256508,0.854144,0.621696,0.991061881184064,0.911767311443614,2.5,"","","LTMP","GBR","Sector7","Reef66","Site197","5","Slope",2023
"1294645","Site198 Slope 1 2023",15.5,0.5,71.5,3,0,0.607700312174818,1.07230263880034,0.129032258064516,-0.954556333609405,0.00291988335390515,4557.21246871184,8717.25333392003,80,20,19,20,1.56837878731155,0.79421875,0.61921875,-1.35772473528583,0.0674076437066627,2.5,"","","LTMP","GBR","Sector7","Reef66","Site198","1","Slope",2023
"1294774","Site198 Slope 2 2023",19.5,0,54.5,2.5,0.5,0.608809993425378,1.27653004476189,0.0769230769230769,-2.36026727058018,1.85551967591048,11869.5924591533,47530.9781899457,174,25,115,17,1.65530211165278,0.758224336107808,0.37224203989959,0.54715413241062,-1.98620090462165,3,"","","LTMP","GBR","Sector7","Reef66","Site198","2","Slope",2023
"1294903","Site198 Slope 3 2023",12.3762376237624,1.48514851485149,71.7821782178218,1.98019801980198,0.99009900990099,0.6848,1.24830558516266,0.08,-1.93113482724641,0.935028671311168,14096.9476141831,45406.6615894314,126,30,68,21,1.80043307746665,0.811791383219955,0.436255983875032,0.330849629794483,-1.342431615036,3,"","","LTMP","GBR","Sector7","Reef66","Site198","3","Slope",2023
"1295032","Site198 Slope 4 2023",13.2352941176471,0,57.843137254902,0.980392156862745,0.490196078431373,0.260631001371742,0.502792279620078,0,-2.44990762532299,0.0251273764709461,5510.46104375028,9343.77131505874,66,22,13,16,1.86039774400104,0.808080808080808,0.63406795224977,-1.28167170683789,-0.063484927465359,3,"","","LTMP","GBR","Sector7","Reef66","Site198","4","Slope",2023
"1295161","Site198 Slope 5 2023",22,1,51.5,2,1.5,0.612603305785124,1.14998112635729,0.136363636363636,-1.60969169461934,0.944544024500122,6570.94305176753,8994.08053696573,89,27,11,33,1.7120903909239,0.783360686781972,0.668223709127635,-0.965541748421507,0.520808430730305,2.5,"","","LTMP","GBR","Sector7","Reef66","Site198","5","Slope",2023
"1295290","Site196 Slope 1 2024",26,0,37.5,1,0,0.580621301775148,1.00171280532744,0.0192307692307692,-2.2974323030033,1.36662506487018,6290.42158426016,9413.29238134237,146,42,8,35,1.69582582427289,0.808453743666729,0.766701069619065,-0.532075069434753,1.1939114180543,2,"","","LTMP","GBR","Sector7","Reef66","Site196","1","Slope",2024
"1295419","Site196 Slope 2 2024",15.6862745098039,0.980392156862745,58.3333333333333,0,0,0.228515625,0.506735257611427,0.03125,-1.75542774648125,0.364434865512148,4372.04523213318,5969.93576426011,100,30,6,19,1.55782689221969,0.7922,0.7514,-1.74428132087851,0.944543867034303,2,"","","LTMP","GBR","Sector7","Reef66","Site196","2","Slope",2024
"1295548","Site196 Slope 3 2024",10,0,67,2.5,0,0.755,1.47862587649296,0.15,-2.34834296923147,2.96907086152256,16337.6827700484,50411.6772936908,294,37,42,32,1.46844608469555,0.75532185663381,0.701848766717571,1.14814523809412,-0.521492828036331,2.5,"","","LTMP","GBR","Sector7","Reef66","Site196","3","Slope",2024
"1295677","Site196 Slope 4 2024",24.5,0,46,2.5,0,0.511453561016243,0.880580076418404,0,-2.56390344125535,0.438111279270056,5926.26304044025,11047.4693168405,124,33,8,46,1.82809293249842,0.838644640998959,0.726521852237253,-0.40343806442784,1.01833744229055,2,"","","LTMP","GBR","Sector7","Reef66","Site196","4","Slope",2024
"1295806","Site196 Slope 5 2024",17,0,45.5,1.5,0,0.434256055363322,0.858736868930608,0,-3.10532698038725,1.14727509894702,7463.47512875716,11998.3708393365,174,35,9,38,1.49392079398253,0.699266745937376,0.662009512485137,-0.491175578392515,1.51061541687161,2,"","","LTMP","GBR","Sector7","Reef66","Site196","5","Slope",2024
"1295935","Site197 Slope 1 2024",11.5577889447236,0,54.7738693467337,1.50753768844221,0,0.385633270321361,0.573964491393323,0,-2.05096977397244,-0.795687464744351,4130.12062164798,6110.80826331342,85,26,10,32,1.77942037991565,0.835847750865052,0.730934256055363,-0.992799391011892,0.738405128350446,2,"","","LTMP","GBR","Sector7","Reef66","Site197","1","Slope",2024
"1296064","Site197 Slope 2 2024",17,2,56.5,6,0,0.413494809688581,0.718138141492276,0,-2.40876115240164,-0.00923456361898845,4486.85314598952,6288.09119250836,92,26,5,38,1.66380711549717,0.793241965973535,0.689744801512287,-0.894895025483395,0.586629722689018,2,"","","LTMP","GBR","Sector7","Reef66","Site197","2","Slope",2024
"1296193","Site197 Slope 3 2024",14,0,50.5,1,0,0.663265306122449,1.23264328449874,0.285714285714286,-0.17083527898715,0.498050003161212,6187.38849832353,8781.89323572825,170,32,6,46,1.49237682462963,0.695813148788927,0.647439446366782,-0.250758304380105,0.779845092038435,2,"","","LTMP","GBR","Sector7","Reef66","Site197","3","Slope",2024
"1296322","Site197 Slope 4 2024",9,0,46.5,3.5,0,0.475308641975309,0.786701237916914,0,-2.43782324189346,-0.0816564034090184,82126.4964197173,88398.571212474,133,32,9,37,1.59565080059004,0.742495336084572,0.68449318785686,-0.285796513348137,0.818496939753956,2.5,"","","LTMP","GBR","Sector7","Reef66","Site197","4","Slope",2024
"1296451","Site197 Slope 5 2024",14.5,3,63.5,2,0,0.623067776456599,1.16202028923859,0.137931034482759,-1.58294379188037,0.501681306144056,10424.2697472401,18907.34236126,125,32,20,34,1.83268770989642,0.821184,0.692416,-0.165993371163469,0.181059179529012,2.5,"","","LTMP","GBR","Sector7","Reef66","Site197","5","Slope",2024
"1296580","Site198 Slope 1 2024",22,2,66,1.5,2,0.556818181818182,0.931249793699595,0,-2.84722150959674,0.317810837327003,3492.98375784134,5482.51778915079,96,23,4,36,1.42404766670842,0.717013888888889,0.612630208333333,-1.01689266117202,0.613412020326762,2,"","","LTMP","GBR","Sector7","Reef66","Site198","1","Slope",2024
"1296709","Site198 Slope 2 2024",29,1,41,2,0.5,0.527348394768133,0.967481291702733,0.0517241379310345,-1.93367430080134,0.163747715821067,4788.47045645486,5778.61762486996,96,27,7,30,1.57196829886719,0.814995659722222,0.737087673611111,-1.1442338504168,1.22667191448268,2.5,"","","LTMP","GBR","Sector7","Reef66","Site198","2","Slope",2024
"1296838","Site198 Slope 3 2024",13.5,0,72,5.5,2,0.641975308641975,1.13324767445337,0,-3.11530831489392,1.04004142487309,6790.58305057699,19280.4302523194,147,32,5,53,1.65913578145813,0.768938868064233,0.692581794622611,0.0855268769122062,1.17331880512373,2.5,"","","LTMP","GBR","Sector7","Reef66","Site198","3","Slope",2024
"1296967","Site198 Slope 4 2024",19.5,1,54,2.5,0.5,0.669296515450362,1.30680153387403,0.0256410256410256,-2.29180152807562,0.327938061157324,8527.08017803024,10180.8417968102,106,30,5,30,1.7759975285629,0.823424706301175,0.759700961196155,-0.808439935101363,0.989801208065448,3,"","","LTMP","GBR","Sector7","Reef66","Site198","4","Slope",2024
"1297096","Site198 Slope 5 2024",9.5,0,65.5,4.5,0.5,0.64819944598338,1.16436451193493,0.0526315789473684,-2.08489122466135,0.577376119300412,7970.8406844501,21819.6498006516,163,34,9,41,1.62916132462807,0.735368286348752,0.680868681546163,0.0190545197316195,0.863122577547702,2.5,"","","LTMP","GBR","Sector7","Reef66","Site198","5","Slope",2024
"1297225","Site199 Slope 1 2019",8.45771144278607,1.49253731343284,66.6666666666667,0.497512437810945,1.99004975124378,0.217993079584775,0.277097675786253,0,-1.81148979554137,0.475924613457604,5250.2182449449,9767.96872397323,173,27,13,12,1.56581300284685,0.765678773096328,0.727054027865949,-1.07599746753312,0.691481848113514,4.5,"","","LTMP","GBR","Sector7","Reef67","Site199","1","Slope",2019
"1297354","Site199 Slope 2 2019",11.5,0.5,59.5,0,7.5,0.306238185255199,0.64285791309079,0.0434782608695652,-1.98375511936815,0.237567187182733,8910.8771478551,23516.718539395,191,32,43,29,1.79265886214223,0.817000630465174,0.731750774375702,-0.294369602553447,0.776805920169618,NA,"","","LTMP","GBR","Sector7","Reef67","Site199","2","Slope",2019
"1297483","Site199 Slope 3 2019",20.3980099502488,0,49.7512437810945,0,0,0.556811421772754,0.939166020586275,0.048780487804878,-1.83908274625472,-0.255616614035394,9105.39612067717,17686.8824058498,257,28,31,7,1.40806861926989,0.682372178231313,0.655876697603295,-0.607253764723397,0.412939471162355,NA,"","","LTMP","GBR","Sector7","Reef67","Site199","3","Slope",2019
"1297612","Site199 Slope 4 2019",20.0892857142857,0.446428571428571,58.4821428571429,2.67857142857143,7.14285714285714,0.24,0.485094091302212,0,-2.25588958170536,0.210105060897595,10636.2104772202,21448.7133195464,209,29,37,16,1.64384421404128,0.809757102630434,0.738650671916852,0.118371594918109,0.394694622488775,NA,"","","LTMP","GBR","Sector7","Reef67","Site199","4","Slope",2019
"1297741","Site199 Slope 5 2019",11.8226600985222,0.985221674876847,37.4384236453202,1.97044334975369,0,0.354166666666667,0.709713102424333,0.0416666666666667,-1.90589866127293,1.13079539678688,8700.01120274464,15290.6277503935,153,25,44,12,1.77005898366209,0.83437993933957,0.722969797940963,-0.346362826480764,0.266353679342908,NA,"","","LTMP","GBR","Sector7","Reef67","Site199","5","Slope",2019
"1297870","Site200 Slope 1 2019",15,0.5,56.5,2.5,2.5,0.237777777777778,0.46765248651006,0,-2.40771502481813,0.00492262288481367,10477.1551200961,29160.8660274243,253,28,48,12,1.64843736702633,0.73795872455436,0.639222609320564,0.284116885510532,0.0414048397748608,NA,"","","LTMP","GBR","Sector7","Reef67","Site200","1","Slope",2019
"1297999","Site200 Slope 2 2019",13.0653266331658,0,66.8341708542714,2.01005025125628,0.50251256281407,0.390532544378698,0.793730055158425,0,-3.04129335417323,1.24508882269216,8963.09486790662,16752.7777250242,227,25,26,22,1.65939892962324,0.751887286770556,0.692580876787828,0.0705662006990867,1.20248938292884,2,"","","LTMP","GBR","Sector7","Reef67","Site200","2","Slope",2019
"1298128","Site200 Slope 3 2019",22.8855721393035,0.497512437810945,55.2238805970149,0.995024875621891,3.48258706467662,0.43241965973535,0.844988249292428,0.0652173913043478,-1.51331766192684,0.485746304147698,6665.0869496761,17126.6370410172,354,27,57,17,1.43365036560903,0.670433145009416,0.615930926617511,-0.000133325927150441,0.464015155557028,2.5,"","","LTMP","GBR","Sector7","Reef67","Site200","3","Slope",2019
"1298257","Site200 Slope 4 2019",6.43564356435644,0,48.5148514851485,0.495049504950495,0.495049504950495,0.603550295857988,1.01009975935416,0.230769230769231,-0.780777413834931,-0.417585472786585,7300.32903508974,21419.8501393418,233,25,49,31,1.69086110373702,0.743023448580744,0.669048978614452,0.528783307188387,0.669770841987456,2,"","","LTMP","GBR","Sector7","Reef67","Site200","4","Slope",2019
"1298386","Site200 Slope 5 2019",15.7635467980296,0.985221674876847,61.0837438423645,0.985221674876847,2.95566502463054,0.3046875,0.482577565177012,0,-2.00291197709462,-0.738502859867759,17887.7068215496,33160.9911672779,230,32,52,17,1.70637348192204,0.738620037807183,0.624744801512287,0.748426040835695,-0.306201358556845,3.5,"","","LTMP","GBR","Sector7","Reef67","Site200","5","Slope",2019
"1298515","Site201 Slope 1 2019",12.5628140703518,0,76.8844221105528,0,0.50251256281407,0.3392,0.635004756940039,0,-2.68399292850311,0.345903365145532,9518.62243486731,16104.0792266099,222,30,21,54,1.77797436483691,0.807057057057057,0.758806103400698,0.565650822838544,1.97943210036233,4,"","","LTMP","GBR","Sector7","Reef67","Site201","1","Slope",2019
"1298644","Site201 Slope 2 2019",16.2679425837321,0,59.3301435406699,0.478468899521531,0,0.455017301038062,0.841626485414462,0.0294117647058824,-2.0276722786571,0.0863878356267749,7635.12390797661,11764.538074806,217,36,29,20,1.50879695045897,0.656289154579626,0.612881989424282,0.146873133127454,0.261379716144351,4,"","","LTMP","GBR","Sector7","Reef67","Site201","2","Slope",2019
"1298773","Site201 Slope 3 2019",19.3877551020408,0,58.6734693877551,0.510204081632653,1.02040816326531,0.524930747922438,0.796243205876561,0,-2.4655828666665,1.87782706052341,13037.553112937,51295.9282646084,323,32,50,31,1.59236334959945,0.689616501643838,0.653921728378495,1.82586695018367,1.20756710038196,4.5,"","","LTMP","GBR","Sector7","Reef67","Site201","3","Slope",2019
"1298902","Site201 Slope 4 2019",28.6407766990291,1.45631067961165,46.6019417475728,1.94174757281553,2.42718446601942,0.510198218902614,0.819619407948023,0,-2.51815694699399,1.34477059207521,6315.15008472567,13054.4359550905,434,29,16,41,1.29238471160722,0.639400921658986,0.63179829684215,0.492119375376192,3.38626125156674,4.5,"","","LTMP","GBR","Sector7","Reef67","Site201","4","Slope",2019
"1299031","Site201 Slope 5 2019",29.2929292929293,0.505050505050505,52.5252525252525,1.51515151515152,1.51515151515152,0.185493460166468,0.332594214311893,0,-1.97544990451755,0.701633705484726,2720.35890935489,6032.65278190892,319,32,16,16,1.36561979091025,0.665530016411002,0.65190986723794,-0.318112374434253,1.39876184757284,4.5,"","","LTMP","GBR","Sector7","Reef67","Site201","5","Slope",2019
"1299160","Site199 Slope 1 2021",22,0.5,55,3,1,0.355371900826446,0.774754401071488,0.0227272727272727,-2.51719797529856,1.05313424799753,19407.0129902437,54478.2366056115,155,27,57,23,1.99161906062071,0.837752341311134,0.656607700312175,0.741862644978477,-0.250005386750889,3,"","","LTMP","GBR","Sector7","Reef67","Site199","1","Slope",2021
"1299289","Site199 Slope 2 2021",32.4873096446701,1.52284263959391,42.6395939086294,1.01522842639594,1.01522842639594,0.4052734375,0.791846624135216,0.046875,-2.07124602130263,0.214519012888928,8025.20651629183,28624.8646525776,140,25,31,42,1.83129487047922,0.822091836734694,0.739540816326531,-0.07975294704295,1.4249295340793,2.5,"","","LTMP","GBR","Sector7","Reef67","Site199","2","Slope",2021
"1299418","Site199 Slope 3 2021",36.81592039801,0.995024875621891,21.8905472636816,5.4726368159204,0,0.607377647918189,1.13211021987569,0.054054054054054,-2.31863456354695,0.690066197119914,13931.9466509162,20934.6405477738,153,24,22,15,1.62940919624321,0.723824170190952,0.692981331966338,-0.281764230419349,1.02950531000549,2,"","","LTMP","GBR","Sector7","Reef67","Site199","3","Slope",2021
"1299547","Site199 Slope 4 2021",24.5,0.5,53.5,4.5,1,0.527280299875052,1.03239062445945,0.122448979591837,-1.29594150013332,0.470930932884419,12646.3332097815,27515.1720432237,110,25,41,21,1.9118851566869,0.818347107438017,0.616363636363636,0.220506724320253,-0.247568605808874,2,"","","LTMP","GBR","Sector7","Reef67","Site199","4","Slope",2021
"1299676","Site199 Slope 5 2021",11.5,1.5,62.5,2.5,0.5,0.551984877126654,1.0014223119682,0.130434782608696,-0.931697642107636,-0.0386417536477602,16794.8623641939,52697.5315154589,126,17,58,31,1.69003616639851,0.76228269085412,0.528470647518267,-0.26339243786572,0.627601070693983,2,"","","LTMP","GBR","Sector7","Reef67","Site199","5","Slope",2021
